"Name","Alanine_Ro16","Alanine_Ro17","Alanine_Su16","Alanine_Su17","Arginine_Ro16","Arginine_Ro17","Arginine_Su16","Arginine_Su17","Aspartic.acid_Ro16","Aspartic.acid_Ro17","Aspartic.acid_Su16","Aspartic.acid_Su17","Cysteine_Ro16","Cysteine_Ro17","Cysteine_Su16","Cysteine_Su17","Glutamic.acid_Ro16","Glutamic.acid_Ro17","Glutamic.acid_Su16","Glutamic.acid_Su17","Glycine_Ro16","Glycine_Ro17","Glycine_Su16","Glycine_Su17","Histidine_Ro16","Histidine_Ro17","Histidine_Su16","Histidine_Su17","Isoleucine_Ro16","Isoleucine_Ro17","Isoleucine_Su16","Isoleucine_Su17","Leucine_Ro16","Leucine_Ro17","Leucine_Su16","Leucine_Su17","Lysine_Ro16","Lysine_Ro17","Lysine_Su16","Lysine_Su17","Methionine_Ro16","Methionine_Ro17","Methionine_Su16","Methionine_Su17","Phenylalanine_Ro16","Phenylalanine_Ro17","Phenylalanine_Su16","Phenylalanine_Su17","Proline_Ro16","Proline_Ro17","Proline_Su16","Proline_Su17","Protein_Ro16","Protein_Ro17","Protein_Su16","Protein_Su17","Serine_Ro16","Serine_Ro17","Serine_Su16","Serine_Su17","Threonine_Ro16","Threonine_Ro17","Threonine_Su16","Threonine_Su17","Tryptophan_Ro16","Tryptophan_Ro17","Tryptophan_Su16","Tryptophan_Su17","Tyrosine_Ro16","Tyrosine_Ro17","Tyrosine_Su16","Tyrosine_Su17","Valine_Ro16","Valine_Ro17","Valine_Su16","Valine_Su17"
"ILL_7747_AGL",1.2024,1.1516,1.1545,1.1957,2.0931,2.1577,2.0467,2.3629,3.4289,3.3174,3.3809,3.4285,0.2589,0.2705,0.25,0.2702,4.8075,4.5692,4.7161,4.8199,1.1807,1.1278,1.15,1.1733,0.9003,0.778,0.9803,0.9941,1.254,1.2247,1.2308,1.2764,2.1602,2.0555,2.1038,2.1612,1.9537,1.8487,1.9008,1.9171,0.2772,0.254,0.2564,0.2536,1.4516,1.4358,1.4118,1.492,1.227,1.1634,1.2022,1.2326,29.9606,28.2184,29.8674,30.6533,1.4475,1.3899,1.4211,1.4593,1.0492,1.1853,1.0288,1.1689,0.2265,0.2209,0.224,0.2338,0.8759,0.8602,0.834,0.8925,1.4257,1.4033,1.3865,1.4714
"ILL_7946_AGL",1.1359,1.0924,NA,1.0138,1.9615,2.1172,NA,1.8239,3.3156,3.1911,NA,2.7754,0.2601,0.2724,NA,0.2579,4.5567,4.4352,NA,3.9212,1.1004,1.0873,NA,0.9925,0.8412,0.8441,NA,0.8161,1.2208,1.2136,NA,1.1103,2.0512,2.0049,NA,1.8128,1.8787,1.8156,NA,1.6494,0.2693,0.246,NA,0.2258,1.3891,1.407,NA,1.2747,1.1974,1.1538,NA,1.0939,28.6883,28.1263,NA,25.8176,1.3958,1.3844,NA,1.2716,0.9841,1.1434,NA,0.9553,0.2134,0.2141,NA,0.1995,0.8501,0.8452,NA,0.7623,1.3587,1.3574,NA,1.2407
"ILL_7978_AGL",1.2539,1.1699,1.2616,1.2268,2.1857,2.1566,2.2556,2.2465,3.5258,3.293,3.6368,3.3146,0.2676,0.2792,0.267,0.2871,4.811,4.5088,4.9757,4.5822,1.1973,1.1473,1.2422,1.1604,1.086,0.8096,1.1529,0.8871,1.2503,1.2083,1.2911,1.2559,2.1666,2.0418,2.2312,2.1091,1.9486,1.8371,1.9698,1.8709,0.285,0.264,0.2747,0.2616,1.4449,1.4187,1.4861,1.4616,1.264,1.1658,1.2727,1.2192,30.945,28.2673,31.8495,29.6276,1.4479,1.3919,1.4965,1.4407,1.0594,1.2102,1.1088,1.1436,0.2378,0.2301,0.2478,0.2374,0.8993,0.8754,0.8926,0.8835,1.4311,1.3882,1.4615,1.4523
"ILL_7979_AGL",1.1147,1.1478,1.178,1.108,1.9784,2.2022,2.1536,2.1619,3.2553,3.2585,3.4376,3.1193,0.2502,0.2513,0.2477,0.249,4.4883,4.4902,4.7885,4.4394,1.1117,1.1158,1.1736,1.0788,1.0063,1.097,1.1381,1.0215,1.179,1.196,1.2398,1.1857,2.0326,2.0308,2.144,2.0081,1.8578,1.831,1.9091,1.8046,0.2615,0.241,0.2643,0.236,1.3722,1.4132,1.4336,1.3932,1.1794,1.173,1.2389,1.1687,28.9023,29.1095,30.6895,28.9345,1.3795,1.381,1.4337,1.3556,1.0174,1.1689,1.0381,1.0876,0.2125,0.2205,0.2282,0.2175,0.8112,0.8463,0.8443,0.8266,1.3313,1.3717,1.3972,1.3616
"ILL_8007_AGL",1.1197,1.0472,1.1295,1.0946,1.9718,2.1474,2.0578,2.107,3.2555,3.1226,3.3189,3.0873,0.2498,0.2513,0.2455,0.2433,4.5597,4.4278,4.692,4.3905,1.1009,1.0613,1.1113,1.0534,0.9014,0.9478,0.9479,0.9894,1.2067,1.1938,1.2368,1.1901,2.0523,1.9787,2.0917,1.988,1.8961,1.7942,1.8922,1.7884,0.2624,0.2286,0.2537,0.2394,1.3937,1.3924,1.4159,1.3812,1.1795,1.1353,1.2118,1.1758,29.152,28.5868,29.9874,28.7665,1.3869,1.3545,1.4003,1.3335,1.0378,1.1517,1.0304,1.0295,0.2132,0.2136,0.217,0.2118,0.8162,0.8331,0.8211,0.8052,1.3557,1.3443,1.3778,1.349
"ILL_8009_AGL",1.1131,1.1162,1.071,1.1779,2.0391,2.2185,1.9012,2.2738,3.3566,3.3697,3.2339,3.3598,0.2565,0.2606,0.2418,0.2596,4.5753,4.5774,4.4314,4.5759,1.108,1.1012,1.0693,1.111,0.9922,0.9744,0.9937,1.1053,1.1992,1.2172,1.1722,1.2332,2.0567,2.0443,1.9869,2.0737,1.8657,1.8235,1.8127,1.847,0.2591,0.2467,0.2374,0.2466,1.3888,1.425,1.3425,1.4401,1.1777,1.1501,1.146,1.2086,29.215,28.7924,28.3904,29.91,1.3962,1.3784,1.3448,1.4023,1.0204,1.1707,0.9634,1.0812,0.215,0.2181,0.2098,0.2244,0.8101,0.8511,0.7773,0.8465,1.3499,1.3817,1.3082,1.4114
"ILL_8010_AGL",1.19,1.2001,1.1176,1.1924,2.2344,2.4908,2.0996,2.4693,3.4858,3.5833,3.3658,3.4459,0.2541,0.2758,0.24,0.2589,4.7806,4.8644,4.6227,4.7715,1.1508,1.1811,1.1253,1.1509,1.1434,1.0606,1.2341,1.2983,1.2256,1.2829,1.1973,1.2555,2.1321,2.1827,2.0577,2.1451,1.8976,1.9064,1.8354,1.8646,0.2715,0.2529,0.2334,0.2397,1.4332,1.5171,1.3823,1.4832,1.2409,1.2573,1.2039,1.2641,30.6015,30.8259,30.16,31.5726,1.4257,1.4706,1.3907,1.4374,0.979,1.2115,0.9554,1.0723,0.2241,0.2327,0.2218,0.2329,0.8538,0.8979,0.8007,0.865,1.395,1.4647,1.3441,1.446
"ILL_8072_AGL",1.1886,1.0955,1.0622,1.1604,2.0281,1.9789,1.846,2.0822,3.3347,3.025,2.9953,2.9625,0.2494,0.251,0.2288,0.2384,4.6971,4.2622,4.2885,4.3053,1.1495,1.0532,1.0542,1.0554,0.9147,0.7094,0.9848,0.9188,1.2289,1.1715,1.1268,1.1875,2.1153,1.9352,1.932,1.9772,1.919,1.7731,1.7518,1.789,0.2838,0.2451,0.2293,0.2285,1.4136,1.3608,1.2944,1.3779,1.2296,1.1367,1.1676,1.1974,29.3446,26.8305,28.3138,27.9907,1.4067,1.309,1.2947,1.3446,0.9895,1.1802,0.952,0.9848,0.2205,0.207,0.2077,0.2107,0.842,0.8105,0.7424,0.7973,1.3861,1.3179,1.247,1.349
"ILL_8174_AGL",1.2172,1.24,1.2728,1.1302,2.0242,2.1441,2.1642,2.0541,3.3499,3.3299,3.5288,3.0909,0.2579,0.2741,0.259,0.2529,4.6931,4.6154,4.8879,4.4075,1.1769,1.1876,1.23,1.1071,0.8431,0.7408,1.0967,0.8471,1.2426,1.2556,1.2785,1.1909,2.1344,2.1048,2.207,2.0021,1.9521,1.9202,2.0032,1.8269,0.2823,0.2791,0.2785,0.2564,1.4341,1.4644,1.4715,1.3845,1.2328,1.2106,1.2733,1.1807,29.5255,28.423,31.6104,28.2363,1.4249,1.429,1.488,1.3465,1.0378,1.2367,1.0909,1.1236,0.226,0.2316,0.2407,0.2214,0.8711,0.9029,0.8934,0.8445,1.4115,1.4312,1.4533,1.3613
"ILL_8595_AGL",1.2716,1.186,1.2818,1.1686,2.1874,2.1547,2.2019,2.1395,3.5642,3.3816,3.576,3.3116,0.2585,0.2638,0.2635,0.263,4.9287,4.6136,4.8997,4.5469,1.2357,1.1779,1.2383,1.1492,1.0026,0.8356,1.0947,0.8314,1.2847,1.2279,1.2769,1.211,2.2339,2.0746,2.2016,2.048,2.0026,1.8735,1.987,1.8634,0.2934,0.2779,0.2801,0.2775,1.4871,1.4299,1.4691,1.4109,1.2822,1.1956,1.2717,1.1941,31.1214,28.7278,31.7334,28.9956,1.4755,1.3825,1.4894,1.3649,1.0978,1.2584,1.0861,1.1944,0.238,0.2334,0.2478,0.2333,0.8931,0.8914,0.8907,0.8674,1.4663,1.4055,1.4533,1.3989
"ILL_9_AGL",1.1668,1.1049,1.0784,1.1157,2.0383,2.04,1.9081,2.1227,3.3547,3.1341,3.1142,3.0187,0.2566,0.263,0.2374,0.2439,4.5729,4.338,4.3867,4.3393,1.1216,1.0923,1.0789,1.0647,0.9535,0.8218,1.0283,0.9954,1.2013,1.1785,1.1661,1.1946,2.0552,1.9609,1.9748,1.9811,1.8533,1.7642,1.7876,1.7652,0.2782,0.2624,0.2405,0.2332,1.3784,1.3649,1.3244,1.3818,1.2136,1.1635,1.1745,1.1826,29.1724,27.414,28.717,28.283,1.3844,1.3286,1.3456,1.3601,0.9657,1.1358,0.9397,1.009,0.2175,0.2135,0.2103,0.2139,0.8395,0.8445,0.7967,0.8166,1.346,1.322,1.2885,1.3539
"ILL_975_AGL",1.108,1.072,1.1443,1.1083,1.8497,1.9112,2.1455,2.0842,3.1462,3.0319,3.4294,3.1154,0.2421,0.2613,0.2373,0.2595,4.4519,4.2115,4.8464,4.3976,1.072,1.0437,1.1455,1.0704,0.8099,0.7156,1.1127,0.8927,1.1846,1.1656,1.2625,1.2088,2.0107,1.9188,2.1529,1.9967,1.8417,1.7654,1.9351,1.8161,0.265,0.2551,0.2519,0.246,1.3601,1.3459,1.446,1.3985,1.1593,1.1117,1.2279,1.1496,27.4502,26.3947,30.943,28.0786,1.3654,1.3249,1.4695,1.3877,0.8888,1.0785,1.0089,1.0553,0.2053,0.2045,0.2225,0.215,0.8031,0.8261,0.8483,0.8345,1.3193,1.3069,1.4043,1.3733
"ILL_9888_AGL",1.2037,1.1546,1.2546,1.1707,2.2163,2.269,2.4169,2.3119,3.542,3.4144,3.7888,3.3317,0.2597,0.276,0.2741,0.2824,4.8951,4.7679,5.2702,4.7455,1.1744,1.1634,1.2591,1.1891,0.9752,0.8295,1.147,0.9211,1.2902,1.2986,1.3811,1.3274,2.1967,2.1457,2.3354,2.1812,2.0249,1.9352,2.0784,1.9232,0.2615,0.2634,0.2736,0.2487,1.4967,1.4984,1.5749,1.5286,1.2454,1.1864,1.288,1.2124,30.9797,29.6418,33.3087,30.2626,1.5181,1.48,1.5975,1.5326,1.095,1.2339,1.1341,1.1364,0.2336,0.2335,0.2494,0.2356,0.8814,0.8961,0.9312,0.8947,1.4626,1.4703,1.5464,1.5185
"ILL_9932_AGL",1.1103,1.1349,1.0798,1.1307,2.0411,2.24,1.954,2.2387,3.3328,3.3121,3.2226,3.2152,0.2458,0.2632,0.2451,0.2632,4.4995,4.5703,4.4391,4.4809,1.07,1.1238,1.0749,1.0936,1.0118,0.9542,0.9812,1.0731,1.1777,1.2192,1.1724,1.217,2.0168,2.0581,1.993,2.0438,1.8645,1.8342,1.7986,1.7861,0.2483,0.2523,0.2454,0.2411,1.3653,1.4303,1.343,1.4159,1.1877,1.1942,1.1656,1.2051,29.4,29.1598,28.6954,29.5271,1.3783,1.3963,1.351,1.3868,0.9769,1.1586,0.9497,1.0595,0.2162,0.2224,0.2099,0.2212,0.7992,0.865,0.7902,0.8395,1.3402,1.3907,1.3085,1.3873
"ILL_9945_AGL",1.2268,1.1923,1.1945,1.221,2.3931,2.5364,2.2841,2.5273,3.7656,3.5528,3.6633,3.5519,0.2673,0.2762,0.2642,0.2766,5.1568,4.9684,5.0563,5.0114,1.2204,1.1662,1.1955,1.2073,1.167,1.0618,1.0709,1.1363,1.3391,1.3271,1.3266,1.3544,2.2877,2.2211,2.2524,2.2697,2.0469,1.9574,1.9969,1.9774,0.2681,0.2473,0.2623,0.2555,1.5479,1.5559,1.5179,1.5705,1.2972,1.2405,1.2593,1.2853,32.5257,31.3735,31.7773,32.389,1.5675,1.5212,1.5242,1.5553,1.0934,1.2119,1.0842,1.1631,0.2364,0.233,0.2337,0.2412,0.9105,0.9327,0.8839,0.9262,1.4986,1.5062,1.4788,1.5496
"ILL_9977_AGL",1.1363,1.1264,1.082,1.1408,2.0811,2.2568,1.9631,2.1767,3.3573,3.256,3.1731,3.1411,0.247,0.2608,0.2368,0.2549,4.6186,4.546,4.4565,4.4463,1.1176,1.0937,1.0713,1.0862,1.048,1.0553,1.0614,1.0049,1.2121,1.2141,1.1684,1.1968,2.0731,2.041,1.9958,2.0245,1.9136,1.8213,1.8111,1.8048,0.2485,0.2338,0.2388,0.2409,1.4081,1.4242,1.3516,1.4072,1.1952,1.175,1.1655,1.1835,29.816,29.262,29.0106,28.914,1.4251,1.3931,1.3538,1.3712,1.0321,1.1207,0.9635,1.0631,0.2187,0.2188,0.209,0.2187,0.8317,0.846,0.7749,0.8265,1.3786,1.3785,1.3043,1.3767
"ILL_9997_AGL",1.1243,1.1081,1.1071,1.1617,2.0271,2.0879,2.0104,2.2234,3.3206,3.1606,3.2359,3.1763,0.2354,0.2557,0.2402,0.2581,4.554,4.3725,4.5246,4.4099,1.1094,1.0922,1.1037,1.1233,1.1267,0.9905,1.0903,1.1337,1.1894,1.1858,1.1953,1.2168,2.0487,1.9824,2.0391,2.0386,1.8657,1.7858,1.8399,1.7992,0.256,0.2438,0.242,0.2374,1.3805,1.3809,1.3732,1.4133,1.1982,1.1467,1.1994,1.2116,29.4538,28.0629,29.5806,29.6198,1.3887,1.3554,1.3879,1.3976,0.9859,1.1378,0.9944,1.0718,0.2158,0.2164,0.213,0.2247,0.8104,0.8177,0.7901,0.8145,1.3424,1.3413,1.3264,1.3931
"ILWL_118_AGL",1.0804,1.0336,1.0973,1.0754,1.8355,1.8132,1.9622,2.0155,3.1415,2.9366,3.2119,2.9949,0.2359,0.2533,0.2346,0.2345,4.2796,4.0496,4.5072,4.2424,1.0427,1.0161,1.0817,1.0435,0.9354,0.786,1.1498,1.1187,1.1372,1.1204,1.1858,1.1504,1.9462,1.8499,2.0261,1.9358,1.8057,1.6999,1.8306,1.7462,0.2547,0.2544,0.2484,0.2354,1.3155,1.2985,1.3595,1.337,1.1613,1.0925,1.199,1.1598,27.7788,25.6012,29.6497,28.3641,1.3109,1.2524,1.3629,1.3037,0.9738,1.0889,0.9839,1.04,0.204,0.1974,0.2107,0.2091,0.7758,0.79,0.8006,0.7923,1.2704,1.2433,1.3077,1.3028
"Indianhead_AGL",1.2865,1.2354,1.268,1.203,2.3202,2.3021,2.2193,2.2638,3.7998,3.5402,3.6375,3.4268,0.2619,0.2637,0.2631,0.2761,5.1587,4.828,4.9718,4.7135,1.2581,1.2213,1.2298,1.1807,0.955,0.8822,1.0155,0.7873,1.3633,1.2868,1.3153,1.2768,2.3483,2.1997,2.2438,2.1895,2.137,1.9382,2.0342,1.9294,0.2921,0.2725,0.2816,0.2679,1.569,1.5019,1.501,1.4921,1.2674,1.205,1.2209,1.2182,32.6011,30.1257,31.8375,30.4296,1.6034,1.4957,1.5428,1.4921,1.1915,1.2309,1.161,1.1701,0.247,0.2398,0.2397,0.2353,0.9282,0.9214,0.9075,0.9125,1.5886,1.4909,1.5052,1.4846
"IPL_220_AGL",1.1508,1.1755,1.1101,1.1309,2.0164,2.4323,1.9895,2.2413,3.3666,3.5181,3.2692,3.2389,0.2467,0.2685,0.2395,0.2578,4.6024,4.8538,4.5636,4.5508,1.1156,1.1742,1.1141,1.1141,1.0305,1.1297,1.0876,1.1181,1.1925,1.2814,1.1957,1.2192,2.065,2.1683,2.0459,2.0571,1.8925,1.9241,1.8717,1.8356,0.2719,0.2522,0.2381,0.2366,1.3877,1.5126,1.3835,1.4284,1.1947,1.2252,1.1703,1.1945,29.6041,30.6614,29.2939,29.8295,1.3936,1.4741,1.3997,1.4042,1.0018,1.2262,0.9947,1.0799,0.2149,0.2293,0.217,0.2244,0.8109,0.9014,0.8075,0.8417,1.3483,1.4614,1.3424,1.4002
"Laird_AGL",1.2375,1.1615,1.2232,1.1509,2.141,2.0744,2.0574,2.106,3.4616,3.1162,3.3576,3.0696,0.259,0.2608,0.251,0.2629,4.871,4.3639,4.7139,4.3985,1.2112,1.1075,1.1645,1.106,0.9338,0.7493,1.0665,0.8769,1.2813,1.201,1.2532,1.2263,2.2085,1.995,2.1326,2.0233,2.0096,1.805,1.9389,1.8171,0.2831,0.256,0.2578,0.2432,1.4877,1.4017,1.432,1.4137,1.2566,1.1806,1.2337,1.194,30.4747,27.2068,30.5497,28.4964,1.4796,1.3553,1.4423,1.3895,1.0864,1.181,1.0189,1.0657,0.235,0.219,0.2316,0.2211,0.8872,0.8582,0.8685,0.8564,1.4614,1.3589,1.4066,1.4004
"LIRL.22.46_AGL",1.1845,1.1863,1.1571,1.1646,2.0155,2.3085,2.0377,2.1764,3.3984,3.391,3.315,3.1826,0.2673,0.2675,0.2437,0.2588,4.588,4.6372,4.592,4.4259,1.1551,1.1627,1.132,1.1215,1.0015,1.0564,1.0848,1.098,1.2085,1.2504,1.2078,1.2102,2.0767,2.0967,2.0715,2.0322,1.9058,1.8647,1.8833,1.8277,0.2803,0.2642,0.2608,0.2468,1.3981,1.4635,1.3896,1.4071,1.2044,1.2369,1.2303,1.2106,29.5427,29.8994,30.0911,29.6213,1.405,1.4136,1.3898,1.382,1.0423,1.2214,1.0057,1.0885,0.224,0.2288,0.2229,0.2253,0.8392,0.8876,0.8281,0.8452,1.3691,1.423,1.3591,1.3902
"PI_163589_AGL",1.2002,1.1043,1.1126,1.1723,2.1673,2.1676,2.0558,2.2971,3.4629,3.1569,3.2074,3.2305,0.2466,0.2528,0.2277,0.2621,4.8312,4.4973,4.6124,4.6584,1.1645,1.0956,1.1081,1.1493,0.9776,0.8692,1.0859,0.9938,1.2507,1.2193,1.2078,1.2757,2.1629,2.0199,2.0736,2.1256,1.976,1.8292,1.8741,1.8836,0.2718,0.2427,0.2358,0.2479,1.4595,1.4206,1.3958,1.4805,1.2654,1.1778,1.2347,1.2492,30.5833,28.3888,30.1507,30.2148,1.4582,1.3796,1.3998,1.452,1.0532,1.1612,0.983,1.0966,0.2298,0.2161,0.2184,0.2305,0.8529,0.8331,0.8029,0.8453,1.4192,1.3737,1.3512,1.4616
"PI_169534_LSP_AGL",1.2771,1.1108,1.0909,1.1255,2.1687,2.1433,1.9194,2.2446,3.5653,3.1919,3.1767,3.2288,0.2617,0.2725,0.2491,0.2811,4.8303,4.4418,4.4347,4.5251,1.2029,1.0886,1.0908,1.1111,1.0415,0.7547,0.9311,0.897,1.2637,1.198,1.1689,1.2196,2.1796,2.0105,2.0029,2.0532,2.0036,1.8033,1.8494,1.8128,0.2859,0.2466,0.2451,0.2449,1.4723,1.4137,1.3559,1.4283,1.2534,1.1505,1.1474,1.1784,30.7379,27.7911,28.3744,29.2,1.4814,1.3656,1.371,1.404,1.0747,1.1716,0.9833,1.133,0.2355,0.2177,0.2144,0.2283,0.8858,0.8527,0.8068,0.8733,1.4532,1.3695,1.3296,1.403
"PI_175754_LSP_AGL",1.2737,1.1946,1.312,1.227,2.2832,2.2941,2.3901,2.3997,3.6125,3.4364,3.7558,3.4356,0.2761,0.2847,0.2784,0.2848,4.9121,4.7082,5.1007,4.8198,1.2077,1.1436,1.27,1.2004,1.0444,0.7857,1.3069,1.0487,1.2906,1.2566,1.3373,1.2976,2.2159,2.1208,2.2922,2.2016,2.0303,1.8956,2.0596,1.9257,0.2631,0.2595,0.2618,0.2593,1.4983,1.4748,1.5372,1.5109,1.283,1.2121,1.3098,1.2742,31.5721,29.1989,33.4058,31.4198,1.5169,1.4372,1.5737,1.4976,1.0906,1.2127,1.0974,1.1674,0.2413,0.2284,0.2537,0.2403,0.8819,0.8786,0.9207,0.9032,1.4759,1.4404,1.5223,1.4978
"PI_177430_LSP_AGL",1.1757,1.1231,1.2217,1.0769,2.0434,2.139,2.1617,2.0274,3.4188,3.2748,3.5184,3.0145,0.2532,0.2741,0.2506,0.26,4.6464,4.4543,4.8173,4.1873,1.1318,1.1078,1.1893,1.0535,0.9972,0.8597,1.1888,0.9682,1.2111,1.1828,1.2569,1.131,2.0924,2.0122,2.1683,1.9299,1.935,1.7941,1.9717,1.7258,0.2691,0.2631,0.2571,0.2428,1.4024,1.3937,1.4517,1.3294,1.2138,1.1741,1.248,1.1571,29.5887,28.119,31.1139,27.9471,1.4173,1.3515,1.4758,1.3059,1.0064,1.1813,1.0175,1.0527,0.225,0.2216,0.2357,0.215,0.845,0.8543,0.8692,0.8073,1.3841,1.3502,1.4343,1.3013
"PI_178939_LSP_AGL",1.2137,1.1352,1.1267,1.1146,2.0283,2.0971,1.9029,2.0918,3.4204,3.2604,3.2103,3.1485,0.264,0.2844,0.2481,0.284,4.6781,4.4645,4.4781,4.3722,1.1685,1.1198,1.1098,1.1229,0.9621,0.7133,0.9493,0.8487,1.2414,1.233,1.1841,1.2111,2.1287,2.0309,2.0247,2.0075,1.9835,1.8608,1.8785,1.81,0.2758,0.2677,0.2494,0.2558,1.438,1.4342,1.3718,1.4008,1.2177,1.1507,1.1643,1.1626,29.8522,27.733,28.6801,28.4794,1.4515,1.4078,1.3984,1.3992,1.0746,1.2045,1.0116,1.1039,0.2293,0.2191,0.2153,0.2244,0.8728,0.8748,0.8087,0.8569,1.4135,1.3965,1.3294,1.3814
"PI_178952_AGL",1.3089,1.2446,1.2167,1.1371,2.2757,2.4542,2.1345,2.0997,3.718,3.6462,3.5311,3.2608,0.2856,0.3009,0.2625,0.2788,4.9502,4.9468,4.7676,4.4469,1.2397,1.22,1.1906,1.1259,1.1134,0.8569,1.1565,0.9045,1.2967,1.3191,1.2497,1.2273,2.2418,2.2303,2.1478,2.0456,2.0339,1.988,1.9483,1.8527,0.2972,0.2764,0.257,0.2598,1.5054,1.5501,1.4368,1.4106,1.262,1.2468,1.2254,1.1815,32.0143,30.7688,30.8316,29.2149,1.5321,1.5292,1.4729,1.4151,1.0964,1.2979,1.0335,1.127,0.2479,0.2427,0.2372,0.2275,0.9045,0.945,0.8633,0.8348,1.4893,1.5175,1.4187,1.4036
"PI_178971_LSP_AGL",1.1871,1.1924,1.1643,1.1554,2.0832,2.264,2.0082,2.1066,3.528,3.5074,3.4301,3.2939,0.2686,0.2956,0.2664,0.279,4.6693,4.6882,4.6024,4.4821,1.1365,1.1621,1.1354,1.1171,1.0158,0.874,0.9223,0.8511,1.2048,1.2671,1.2162,1.2239,2.0947,2.1073,2.0757,2.0366,1.9258,1.9299,1.91,1.8578,0.2867,0.2763,0.2666,0.2676,1.3981,1.46,1.3922,1.4105,1.2298,1.2002,1.203,1.176,30.0822,29.9789,29.4871,28.7322,1.4212,1.4636,1.4247,1.3998,1.0186,1.2495,1.0317,1.1564,0.2265,0.2341,0.2266,0.2256,0.8266,0.905,0.8283,0.8492,1.3599,1.4419,1.3664,1.3927
"PI_179324_LSP_AGL",1.1307,1.122,1.1223,1.1409,1.9827,2.1784,1.9951,2.1981,3.3454,3.2892,3.3392,3.2237,0.2624,0.2741,0.251,0.2707,4.5141,4.4964,4.583,4.5035,1.1137,1.104,1.1034,1.1087,0.9337,0.8819,0.9913,0.9737,1.1953,1.2228,1.2148,1.2411,2.043,2.0379,2.0614,2.0595,1.8704,1.831,1.8776,1.8303,0.2782,0.2628,0.2572,0.2537,1.38,1.4191,1.3827,1.4256,1.1851,1.1789,1.1914,1.1989,28.711,28.6008,29.3664,29.4059,1.4017,1.3932,1.3997,1.4216,0.9875,1.1468,0.9731,1.0616,0.2151,0.2188,0.2165,0.2224,0.8355,0.8819,0.8338,0.8722,1.3451,1.3834,1.359,1.4121
"PI_179330_AGL",1.2918,1.1564,1.1612,1.0459,2.3041,2.1394,2.0591,1.7209,3.8288,3.3749,3.4948,2.7578,0.294,0.2928,0.2696,0.2769,5.0467,4.4794,4.6615,3.7322,1.263,1.1508,1.1652,1.0034,1.0743,0.7542,1.0238,0.7314,1.3272,1.2223,1.2387,1.0799,2.2634,2.0595,2.1005,1.7802,2.0615,1.8521,1.9041,1.622,0.3043,0.2916,0.2717,0.2482,1.5244,1.4243,1.4129,1.2423,1.2613,1.1906,1.2106,1.075,32.223,28.5252,29.9791,25.0771,1.5709,1.4083,1.446,1.2479,1.147,1.2344,1.0507,0.9846,0.2446,0.2291,0.2297,0.2046,0.9386,0.9234,0.8755,0.7926,1.5064,1.3886,1.3827,1.2231
"PI_181771_LSP_AGL",1.2634,1.2102,1.1919,1.1596,2.1862,2.2568,2.1556,2.1394,3.6531,3.5375,3.5732,3.2806,0.2793,0.2989,0.2563,0.2742,4.7679,4.7269,4.7866,4.485,1.1878,1.1767,1.1649,1.1086,1.0358,0.8347,0.9679,0.9121,1.2438,1.283,1.2516,1.2238,2.1608,2.1294,2.1523,2.0384,1.9859,1.9437,1.9572,1.8645,0.2867,0.2823,0.2715,0.2606,1.4458,1.4759,1.4333,1.4127,1.2713,1.2066,1.2495,1.1762,30.9462,29.7727,30.5457,29.207,1.4748,1.4733,1.447,1.4039,1.074,1.2364,1.08,1.1551,0.2403,0.2365,0.2313,0.2269,0.8659,0.9046,0.8528,0.8436,1.4183,1.4581,1.4199,1.403
"PI_181886_LSP_AGL",1.1339,1.0999,1.1047,1.0989,1.9186,2.0769,1.9063,2.0279,3.1897,3.1251,3.1377,3.0795,0.235,0.259,0.2345,0.2549,4.5097,4.3752,4.4809,4.3595,1.0857,1.0874,1.0713,1.0752,0.8973,0.7827,0.9204,0.8363,1.1741,1.1796,1.1753,1.1763,2.0184,1.9709,2.0021,1.9722,1.876,1.7943,1.8267,1.7732,0.2596,0.2565,0.2475,0.2559,1.3629,1.3799,1.3498,1.3739,1.2083,1.1646,1.199,1.1717,28.6939,27.6807,28.6601,27.5326,1.3537,1.3357,1.3415,1.3238,0.9866,1.142,0.9355,1.0526,0.2132,0.2164,0.2108,0.2171,0.8158,0.837,0.7936,0.8177,1.3125,1.3357,1.3012,1.3368
"PI_182217_LSP_AGL",1.3653,1.2184,1.3496,1.0835,2.4067,2.2699,2.4055,1.9994,3.8885,3.5333,3.9383,3.0206,0.2985,0.2868,0.2939,0.2531,5.0687,4.7527,5.1916,4.2972,1.2636,1.1636,1.2795,1.0645,1.2078,0.9335,1.184,0.8597,1.3281,1.2513,1.3509,1.1664,2.316,2.1288,2.3333,1.9471,2.087,1.936,2.0945,1.7593,0.29,0.2818,0.2872,0.2496,1.5376,1.4576,1.546,1.3526,1.3451,1.2131,1.3244,1.1651,33.5174,30.0771,33.4746,27.4597,1.5784,1.4427,1.5938,1.3128,1.0947,1.2212,1.1473,1.0297,0.265,0.2407,0.2622,0.2139,0.9256,0.8963,0.9497,0.8035,1.5312,1.4455,1.5407,1.3254
